line,text,genre
188,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Aux confins de l’univers se commettent les pires atrocités. Sur Felya, une planète d’extraction minière, la puissante compagnie Felexport exploite toutes les ressources à sa portée : minérales, animales, végétales... et humaines. Pour les tribus indigènes, divisées, toute résistance est vaine. Que peuvent des lances contre des tanks ? Elles passent sous le joug de Felexport les unes après les autres : les hommes rejoignent les rangs de son armée, les femmes ses bordels. Puni pour avoir enfreint les coutumes de son peuple, le jeune Lorin doit prouver son attachement aux siens. Dans sa quête, il va rencontrer Soheil, de la tribu des tailleurs de sel. Tous deux vont devoir mettre de côté leurs différences s’ils veulent survivre aux épreuves qui les attendent. La rébellion, l’espoir attendu par toute la planète, n’est peut-être pas loin…Une fresque de science-fiction qui n’est pas sans rappeler les œuvres de Stefan Wul et de Jack Vance.      
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
189,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dans un monde postapocalyptique, quelques milliers de survivants vivent dans un silo souterrain de 144 étages. Presque tout y est interdit ou contrôlé, y compris les naissances. Ceux qui enfreignent la loi sont expulsés en dehors du silo, où l’air est toxique. Avant de mourir, ils doivent nettoyer les capteurs qui retransmettent des images brouillées du monde extérieur sur un écran géant. Mais certains commencent à douter de ce qui se passe réellement dehors.Hugh Howey est un phénomène éditorial mais aussi un auteur qui sait manier les thèmes sociaux, politiques tout en maintenant une tension fictionnelle très forte. Christine Ferniot, Télérama.Silo est un projet littéraire à l’image de l’habitacle qu’il décrit: simple, mais grouillant et hors norme. Une révélation.  Hubert Artus, L’Express.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
190,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Écosse, Stonemouth : petite ville portuaire maussade réputée pour sa brume, ses gangsters, sa drogue à bas prix et ses suicidés. Après un exil de cinq ans, Stewart Gilmour est convoqué pour les obsèques de Joe, le patriarche du clan Murston, l’une des deux familles régnant sur la ville. La dernière fois qu'il a vu les Murston, ils voulaient sa peau. Si son retour sème la discorde, il représente aussi une seconde chance : l'occasion d'affronter son passé et, peut-être, de revoir Ellie, la jeune femme qui hante ses rêves. Des souvenirs à l'instant présent, Stewart passe de l'adolescence à la maturité, des anciennes amitiés encore flamboyantes aux ennemis qui n'ont rien oublié. La semaine de deuil s'écoule entre douceur diffuse et violence extrême jusqu'à sa conclusion explosive.On dirait qu'un vent vigoureux venu d'Écosse nous fait tourner les pages à toute allure de ce roman tendre et vif. Sharon Wajsbrot, Les Échos.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
191,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Pour son ultime incursion dans l'univers de Lord Valentin, Robert Silverberg nous invite à voyager dans l'espace et le temps, remontant aux sources de la colonisation humaine de Majipoor, la planète géante théâtre d'un cycle en huit volumes. Sept nouvelles pour aller à la rencontre du grand lord Stiamot et du mythique Pontife Dvorn, se perdre dans les ruelles du Marché de minuit, visiter Sippulgar – la ville aux dix mille dieux – et Triggoin – la cité des sorciers –, ou encore retrouver Valentin, celui avec qui tout a commencé. Que vous pensiez tout connaître des mystères de Majipoor ou que vous vouliez partir à la découverte de l'un des cycles majeurs de la science-fiction, né dans l'esprit de son plus grand maître, Dernières nouvelles de Majipoor est le passeport idéal.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
192,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le Grand Vaisseau, aussi vaste que Jupiter, a longtemps voyagé autour de notre galaxie, abritant dans ses flancs immenses des milliards d'êtres vivants qui cohabitaient harmonieusement sous la férule de milliers de capitaines quasi immortels. Mais cette époque est désormais révolue. Après avoir survécu in extremis à la révolte d'une partie de ses passagers, l'immense carcasse a changé de direction et cherche à panser ses plaies. Elle fonce désormais vers une gigantesque région de l'espace où les étoiles sont si rares que le ciel est aussi sombre que de l'encre. C'est un voyage sans retour. Pendant que les capitaines s'efforcent de réparer la coque, le navire s'enfonce peu à peu dans la noirceur. Là, dans ce vide étrange, se cache la plus grande menace que le Vaisseau ait jamais affrontée. Car la vie peut prendre des formes inattendues, et l'entité mystérieuse qui veille au fond du puits a appris à être patiente.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
193,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Lena et ses amis ont regagné la Nature. Seulement, ce n’est plus un lieu sûr : des rebellions ont éclaté dans tout le pays et les Régulateurs sont postés à la frontière, à l’affût de toute transgression. Alex est revenu. Le premier amour de Lena n'est pas mort. Avec les mois de torture, la lutte de chaque jour dans une nature hostile, la menace plus grande que jamais qui pèse sur la Résistance, Alex n'est plus le même. Hana non plus. Hana qui a été opérée. Hana qui va se marier. Hana qui doute. Dans ce dernier tome, les voix des deux amies alternent, chacune raconte ce qu’elle vit, mais quand se retrouveront-elles ?     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
194,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           2076. La guerre contre les Partials, ces êtres génétiquement modifiés, a décimé la quasi-totalité de la planète. Quarante mille humains survivent sur l'île de Long Island sous la férule d'un Sénat autoritaire tandis que le virus RM reste sans antidote. Les nouveau-nés vivent moins d'une journée, si ce n'est quelques minutes. La population, déjà très éprouvée, est désormais traumatisée par la loi Espoir : toute jeune fille de 18 ans a l'obligation de tomber enceinte. Le combat de Kira Walker, étudiante en médecine, commence à cet instant. Ses ennemis ne sont pas les Partials mais le RM. Son obsession ne concerne pas la dérive fasciste du Sénat mais une folle hypothèse scientifique. Kira décide de suivre son intuition au risque de devenir une hors-la-loi ou la cible des Partials…     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
195,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ginny et Jack ont des visions d’une cité fabuleuse, assiégée par un ennemi implacable, dans un avenir extrêmement éloigné de leur réalité. Dans ces rêves, leur esprit est projeté dans le corps de deux créatures habitant cette ville menacée. Daniel, lui, ne rêve que de ténèbres sans fin, reflet du sort qui l’attend. Ces trois jeunes gens sont liés par une particularité : ils sont des Changeurs de destin, nés avec le don de sauter entre les lignes-mondes, afin de faire apparaître d’autres versions d’eux-mêmes. Et chacun d’entre eux possède un mystérieux artefact appelé « messager », qui ne semble pas altéré par ces permutations. Ginny, Jack et Daniel se voient bientôt enrôlés dans une mission presque sans espoir pour sauver l’avenir et achever la plus grande œuvre de toute l’histoire humaine. Mais d’effroyables chasseurs sont déjà à leurs trousses...     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
196,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Sous l’effet d’un phénomène cosmique insoupçonné, du jour au lendemain, tous les humains, même les plus ordinaires, se réveillent avec une intelligence décuplée. Ceux qui s’interrogent découvrent que notre planète a quitté une zone galactique inhibant les capacités du cerveau. Est-ce l’âge d’or enfin pour une humanité appréhendant, après des millénaires d’une évolution tourmentée, le prix réel de la vie, son caractère infiniment précieux ? Rien n’est moins sûr, d’autant que les animaux, eux aussi, acquièrent cette intelligence exceptionnelle et, avec elle, l’esprit d’indépendance, voire de vengeance. Premier roman de Poul Anderson – l’auteur de La Patrouille du temps, sept fois lauréat du prestigieux prix Hugo –, Barrière mentale est proposé ici dans sa version intégrale, accompagné de trois nouvelles dans lesquelles l’auteur explore la même thématique, et d’une postface signée par deux chercheurs en neurosciences cognitives.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
197,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les Gziltes – des humanoïdes proches de la Culture qui ont néanmoins choisi de ne pas y adhérer – ont pris la décision collective de suivre la voie empruntée par des millions d'autres civilisations avancées : la Sublimation. Quitter l'espace normal et rejoindre un niveau plus élevé dont on ne sait pas grand-chose, mais, où tout est possible, où la vie est davantage complexe et riche. Infiniment. Seulement, à quelques jours de la Sublimation, le Quartier Général Militaire des Gziltes est détruit. Peut-être parce qu'il détenait un secret susceptible d'entraver ce passage au stade supérieur. Vyr Cossont, assistée d'un androïde et d'un avatar de la Culture, est envoyée à travers la Galaxie pour remplir une mission impossible : retrouver la trace d'un homme qu'on dit vieux de dix mille ans et qui est censé connaître le secret des Gziltes… L’ultime volet éblouissant du cycle de la Culture.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
198,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Lena a découvert avec Alex ce sentiment interdit qu'est l'amour. Ensemble ils se sont enfuis, déterminés à gagner la Nature pour vivre leur passion. Mais seule Lena est parvenue à franchir la frontière, sans savoir si Alex est encore vivant. Aujourd'hui Lena a rejoint la résistance. Elle se voit confier une mission qui pourrait bien lui coûter la vie. Or une nouvelle rencontre vient remettre en question tous ses principes. Se battre pour avoir le droit d'aimer : cela a-t-il vraiment un sens ?Plongez dans le deuxième tome de la trilogie Delirium, un savant mélange de science-fiction et de romance.     
    
  
  
  
  
  
  
  

  
  ",Science-Fiction
